word,translation,tag
rattle,"vt. 使嘎嘎响, 喋喋不休地说\nvi. 格格响, 喋喋不休\nn. 格格声, 拨浪鼓, 喋喋不休的话",toefl
rattlesnake,n. 响尾蛇\n[医] 响尾蛇,toefl
raucous,"a. 沙哑的, 粗声的, 喧闹的",toefl
ravage,"n. 破坏, 蹂躏\nv. 毁坏, 破坏, 掠夺",toefl
raven,"n. 渡鸦, 掠夺\na. 乌黑的\nv. 掠夺, 狼吞虎咽",toefl
ravenous,"a. 贪婪的, 饿极的, 狼吞虎咽的",toefl
ravine,"n. 峡谷, 冲沟, 溪谷",toefl
ravish,"vt. 强夺, 夺走, 使出神, 强奸\n[法] 强夺, 抢去, 强奸",toefl
raw,"n. 擦伤处, 半成品\na. 生的, 未加工的, 生疏的, 不成熟的, 阴冷的, 刺痛的, 擦掉皮的\nvt. 擦伤\n[计] 写后读",toefl
rawhide,"n. 生皮, 生皮鞭\nvt. (用生皮鞭)抽打",toefl
ray,"n. 光线, 射线, 闪烁, 光辉\nvi. 射出光线, 浮现, 放射光线\nvt. 放射, 显出",toefl
rayon,n. 人造丝\n[化] 人造纤维; 人造丝,toefl
raze,"vt. 毁灭, 刮去, 把...夷为平地, 消除, 抹去, 破坏",toefl
react,"vi. 起反应, 起作用, 反攻\n[医] 应答, 发生反应",toefl
readily,"adv. 迅速地, 轻易地, 乐意地",toefl
readjust,"vt. 重新调整, 再调整\n[法] 再整理, 再调整",toefl
ready,"n. 预备好的状态, 现款\na. 准备好的, 备用的, 可以使用的\nadv. 预先, 迅速\nvt. 使准备好",toefl
realism,"n. 写实主义, 现实, 实在论\n[法] 现实主义",toefl
realization,"n. 实现, 领悟, 实得\n[医] 现实化, 实现",toefl
realize,"vt. 了解, 实现, 使显得逼真, 变卖\nvi. 变卖",toefl
realm,"n. 王国, 领土, 领域\n[计] 领域",toefl
reap,"vt. 收割, 收获, 获得\nvi. 收割, 得到报应",toefl
rear,"n. 后面, 背后, 后方\na. 后面的, 背面的, 后方的\nvt. 养育, 培养, 饲养, 举起, 树立, 栽种\nvi. 高耸, 暴跳",toefl
rearrange,"vt. 再排列, 重新整理\n[计] 重新排列; 重新整理",toefl
reason,"n. 理由, 原因, 理智, 道理, 前提, 理性\nvt. 说服, 推论, 辩论\nvi. 推论, 劝说, 思考",toefl
reassure,"vt. 使...安心, 向...再保证\n[法] 重新保证, 再保险, 使清除疑虑",toefl
rebate,"n. 部分退款, 折扣\nvt. 退还, 打折扣\nvi. 退还部分付款",toefl
rebel,"n. 叛徒, 反叛者\nvi. 造反, 反抗, 抵抗, 反感\na. 造反的, 反抗的",toefl
rebellion,"n. 谋反, 叛乱, 反抗\n[法] 造反, 反叛, 叛乱",toefl
rebellious,"a. 造反的, 反抗的\n[法] 造反的, 反抗的, 反判的",toefl
rebroadcast,"v. 转播, 重播\nn. 转播, 重播",toefl
rebuild,"vt. 改建, 重建, 改造\nvi. 重建",toefl
rebuke,"n. 指责, 谴责, 非难\nvt. 斥责, 指责, 制止",toefl
rebut,"vi. 反驳\nvt. 辩驳, 反驳, 揭露",toefl
recall,"n. 回忆, 召回, 撤消\nvt. 回想, 回忆, 召回, 撤消, 使恢复\n[计] 检索",toefl
recant,"vt. 放弃\nvi. 放弃信仰, 撤回声明, 公开认错",toefl
recapitulate,"v. 重述要点, 概括, 摘要",toefl
recede,"vi. 向后退, 退却, 收回, 降低, 减弱\n[医] 退缩",toefl
receiver,"n. 接收器；接受者；收信机；收款员, 接待者",toefl
recent,"a. 最近的, 近代的, 最新的\n[经] 最近的, 新进的",toefl
recently,adv. 最近,toefl
receptacle,"n. 容器, 花托, 插座\n[医] 容器, [接]受器, 花托",toefl
reception,"n. 接待, 接受, 招待会\n[医] 接受, 感受",toefl
receptionist,n. 接待员,toefl
receptive,"a. 能接纳的\n[医] 接受的, 感受的",toefl
receptor,"n. 受体, 感觉器官\n[化] 接受器; 受体",toefl
recession,"n. 后退, 凹处, 衰退, 归还\n[医] 退缩",toefl
recipe,"n. 食谱, 处方, 秘诀\n[医] 取(处方头语), 处方",toefl
recipient,"a. 领受的, 容易接受的, 感受性强的\nn. 领受者, 容纳者, 容器",toefl
reciprocal,"a. 互惠的, 相互的, 相等的, 倒数的, 彼此相反的\nn. 倒数, 互相起作用的事物",toefl
recital,"n. 背诵, 吟诵, 详述\n[法] 叙述, 评述, 列举",toefl
reckless,"a. 不介意的, 大意的, 鲁莽的, 不顾后果的\n[法] 不注意的, 粗心大意的, 鲁莽的",toefl
reckon,"vt. 计算, 总计, 估计, 认为, 猜想\nvi. 数, 计算, 估计, 依赖, 料想",toefl
reclaim,"vt. 开垦, 改造, 感化, 纠正, 回收\nvi. 喊叫, 抗议",toefl
reclamation,"n. 开垦, 教化\n[经] 经济上的复原再造",toefl
recluse,"a. 隐遁的, 偏僻的\nn. 隐遁者, 遁世者",toefl
recognition,"n. 赞誉, 认得, 识别, 承认, 认可, 认识\n[电] 认识",toefl
recognize,"vt. 认出, 认可, 承认, 公认, 识别, 赏识\nvi. 承认, 具结",toefl
recoil,"n. 畏缩, 后退, 弹回, 反作用, 后坐力\nvi. 退却, 畏缩, 弹回, 撤退, 反冲, 报应",toefl
recollection,"n. 记忆, 回想, 回忆",toefl
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付\n[经] 建议, 推荐",toefl
recommendation,"n. 推荐, 介绍, 推荐信, 劝告\n[经] 建议书",toefl
recompose,"vt. 重组, 修改, 使镇定",toefl
reconcile,"vt. 使和解, 调停, 使和谐, 使一致, 使听从\n[经] 对帐, 使一致",toefl
reconciliation,"n. 和解, 和好, 复交, 调解, 调停, 和谐, 一致, 甘愿, 顺从\n[经] (银行往来)调节, 调和, 一致",toefl
reconstruct,"vt. 重建, 改造\n[化] 按原样修复",toefl
reconstruction,"n. 改造, 再建\n[医] 改建, 改造, 翻造",toefl
recording,"a. 记录的, 记录用的\nn. 录音",toefl
recount,"vt. 详述, 叙述, 重新计算\nn. 重新计算",toefl
recourse,"n. 求援, 求助, 追索权\n[经] 追索权",toefl
recover,"vt. 重新获得, 恢复, 复原, 拯救\nvi. 痊愈, 复原, 胜诉\n[计] 恢复",toefl
recreation,"n. 娱乐, 消遣, 休息, 再创造\n[医] 娱乐, 休养",toefl
recreational,"a. 消遣的, 娱乐的",toefl
recruit,"n. 新兵, 新手, 新会员, 补给品\nvt. 恢复, 补充, 充实, 征募\nvi. 征募新兵, 复原, 得到补充",toefl
rectangle,"n. 长方形, 矩形\n[化] 矩形",toefl
rectangular,a. 成直角的\n[化] 矩形的,toefl
rectify,"vt. 订正, 矫正, 改正, 调正, 校正, 精馏, 整流\n[化] 精馏",toefl
recur,"vi. 复发, 回到, 重现, 再来, 诉诸, 采用, 循环",toefl
recurring,"[计] 循环的\n[医] 复发的, 再发的",toefl
recycle,"vt. 使再循环, 重新利用, 再制\nn. 再循环",toefl
reddish,"a. 微红的, 略带红色的",toefl
redeem,"vt. 赎回, 挽回, 恢复, 偿还, 补偿\n[经] 履行(契约), 买回, 赎回",toefl
redirect,"vt. 重新寄送, 使改道, 使改方向\n[计] 重定向, 重新引导",toefl
redress,"n. 赔偿, 补救, 矫正\nvt. 纠正, 赔偿, 救济",toefl
reduce,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳\nvi. 减少, 减肥, 缩小\n[计] 缩小",toefl
reduction,"n. 减少, 缩影, 变化\n[化] 还原",toefl
redundant,"a. 多余的, 过多的, 冗长的\n[医] 过多的, 多余的",toefl
reed,"n. 芦苇, 芦笛, 簧舌, 纤弱的人\nvt. 用芦苇盖, 用小凸嵌线装饰",toefl
reef,"n. 暗礁, 礁, 缩帆\nv. 缩(帆)",toefl
reek,"n. 烟, 水蒸气, 臭气散发\nvi. 冒烟, 发臭气, 散发\nvt. 用烟熏, 散发",toefl
reel,"n. 卷轴, 一卷, 纺车, 旋转, 蹒跚\nvt. 卷...于轴上, 绕, 使旋转\nvi. 蹒跚地走, 旋转, 眩晕, 摇晃, 退缩\n[计] 卷; 盘",toefl
refer,"vt. 提交, 归诸于, 把...提交, 使求助于\nvi. 提到, 涉及, 查阅, 查询, 咨询",toefl
refine,"vt. 精炼, 净化, 使优雅, 使精炼\nvi. 被精炼, 被净化",toefl
refined,"a. 精炼的, 优雅的, 精细的\n[医] 精制过的, 精练过的",toefl
refinement,"n. 精致, 高尚, 精巧\n[医] 精制, 精练",toefl
reflection,"n. 反映, 沉思, 映像, 想法, 责难\n[计] 反射",toefl
reform,"n. 改革, 改正, 改造\nvt. 改革, 改过, 革新, 重整\nvi. 革新, 改过",toefl
reformer,"n. 改革家, 改革运动者\n[化] 转化炉; 转化器; 重整器; 重整炉",toefl
reformism,n. 改良主义,toefl
refraction,"n. 折光, 折射\n[医] 折射, 屈光",toefl
refresh,"vt. 使清新, 使恢复, 使生气蓬勃\nvi. 提起精神, 恢复精神, 吃点心, 喝饮料\nvt. 刷新, 重新整理\nvi. 刷新, 重新整理\n[计] 刷新, 重新整理",toefl
refreshing,"a. 使清爽的, 有精神的, 爽快的",toefl
refreshment,"n. 点心, 起提神作用的事物, 精神爽快",toefl
refrigerant,"a. 冷冻的, 冷却的, 清凉的\nn. 清凉剂, 冷却剂, 冷冻剂\n[计] 致冷剂",toefl
refrigerate,"vt. 使冷却, 使清凉, 冷藏\n[机] 冷冻",toefl
refrigeration,"n. 冷却, 冷藏, 冷冻\n[计] 致冷",toefl
refrigerator,"n. 电冰箱, 冷藏库\n[计] 冷冻机; 致冷器",toefl
refuge,"n. 避难所, 安全地带, 避难, 庇护\nvi. 躲避\nvt. 给予...庇护",toefl
refund,"n. 偿还\nvt. 付还, 偿还借款\nvi. 归还, 偿还",toefl
refurbish,"vt. 再磨光, 刷新",toefl
refuse,"vt. 拒绝, 谢绝\nvi. 拒绝\nn. 废物\na. 扔掉的, 无用的",toefl
refute,"vt. 反驳, 驳斥；驳倒",toefl
regard,"n. 关心, 注意, 尊敬, 关系, 问候\nvt. 视为, 注意, 考虑, 和...有关, 看待\nvi. 注视, 注意",toefl
regardless,"a. 不管, 不注意, 不顾",toefl
regenerate,"vt. 使再生, 重建, 革新\nvi. 新生, 再生\na. 新生的, 再生的\n[计] 再生; 重写",toefl
regeneration,"n. 再生, 重建\n[化] 再生作用",toefl
regime,"n. 政权, 当权期间, 政体, 社会制度, 体制, 情态\n[医] 制度, 生活制度",toefl
regimen,"n. 养生法, 常规强化训练课, 体制, 情态\n[医] 制度, 生活制度",toefl
regimentation,"n. 团的编制, 系统化, 严格控制\n[法] 组成, 编组, 统制",toefl
regional,"a. 地方的, 地域性的\n[医] 区的, 部位的",toefl
register,"n. 寄存器, 记录, 登记簿, 注册\nvt. 记录, 注册, 提示, 表达, 把...挂号\nvi. 登记, 注册, 挂号\n[计] 寄存器",toefl
regular,"a. 规则的, 常例的, 有秩序的, 整齐的, 等边的, 定期的, 经常的, 合格的, 常备军的\nn. 正规军, 正式队员\nadv. 经常地\nn. 正常体\n[计] 正常体",toefl
regulate,"vt. 管理, 控制, 调节, 调整, 校准\n[经] 控制, 管理",toefl
regulation,"n. 规则, 管理, 调整\n[计] 调整; 规章; 规则; 调节",toefl
regulatory,"a. 受控制的, 统制的, 调整的\n[经] 规则的",toefl
rehabilitate,"vt. 恢复原状, 修复, 使康复\n[法] 恢复, 使恢复心理健康, 修复",toefl
rehabilitation,"n. 复原\n[医] 复原, 恢复, 康复",toefl
rehearse,"vt. 预演, 排演, 使熟练掌握, 练习, 复述\nvi. 排练, 练习, 演习",toefl
reheating,[机] 重热,toefl
reign,v. 为王，为君；当政；统治\nn. 为王，为君；当政；统治,toefl
reigning,a. 统治的；在位的；本届的；起支配作用的,toefl
reimburse,"vt. 付还, 偿还, 赔偿\n[经] 偿付, 赔还, 付还; 偿还",toefl
reinforce,"vt. 加强, 增援, 补充\nvi. 求援, 得到增援\nn. 加固材料",toefl
reinterpretation,"重新解释, 纠正性说明",toefl
reiterate,"vt. 反复地说, 重申, 反复地做\n[法] 重述, 重申, 反覆地做",toefl
reject,"n. 被拒之人, 被弃之物, 不合格品, 次品\nvt. 拒绝, 抵制, 否决, 驳回, 丢弃, 呕出",toefl
rejection,"n. 拒绝, 抛弃, 驳回, 被抛弃的东西, 呕出物\n[化] 报废; 拒收",toefl
rejuvenate,"vt. 使年轻, 使复原, 使恢复精神\nvi. 返老还童, 复原",toefl
rekindle,"vt. 再点火, 重新激起\nvi. 重新燃烧",toefl
relapse,"n. 回复, 故态复萌, 复发\nvi. 故态复萌, 再陷邪道, 再度堕落",toefl
relax,"vi. 放松, 松懈, 松弛, 变从容, 休息, 休养\nvt. 使松弛, 缓和, 使松懈, 使休息",toefl
relaxation,"n. 松弛, 放松, 减轻, 缓和, 休息, 休养\n[化] 松弛; 驰豫",toefl
relaxed,"a. 松懈的, 不严密的, 不严格的, 放松的, 得到休息的, 随意的, 不拘束的, 自在的",toefl
relay,"n. 驿马, 替班, 中继, 接力\nvt. 分程传递, 转播, 使接替\nvi. 接力传送, 转播",toefl
release,"n. 释放, 发泄, 豁免, 发行, 释放证书\nvt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与\nn. 发布\n[计] 版本, 发布",toefl
relentless,"a. 无情的, 冷酷的, 残酷的",toefl
relevance,n. 中肯；关联；相关性,toefl
relevant,"a. 有关联的, 有关系的, 适当的, 相应的\n[法] 有关的, 相关的",toefl
reliability,"n. 信度, 可靠性\n[计] 可靠性",toefl
reliable,"a. 可靠的, 可信赖的\n[法] 可靠的, 可信赖的, 确实的",toefl
reliance,"n. 信任, 信赖, 受信赖的人(或事)\n[法] 信任, 信赖, 信心",toefl
reliant,"a. 依赖的, 信赖的",toefl
relic,"n. 遗物, 遗迹, 纪念物, 遗风, 残留物",toefl
relief,"n. 减轻, 解除, 救济, 安慰, 调剂, 浮雕, 换班, (地势的)起伏\n[医] 缓减, 减轻, 浮雕(绘画中)",toefl
relieve,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著\nvi. 救济, 当替补投手, 呈鲜明突出",toefl
relieved,"a. 宽慰的, 解除的, 减轻的",toefl
religion,"n. 宗教, 信仰\n[法] 宗教, 宗教信仰, 信仰",toefl
religious,"a. 宗教性的, 虔诚的, 宗教上的, 严谨的\nn. 修道士, 出家人",toefl
relinquish,"vt. 放弃, 撤回, 停止, 松开, 让与\n[法] 让与, 把...交给, 放弃",toefl
reluctant,"a. 不情愿的, 勉强的\n[法] 不愿的, 勉强的, 难以处理的",toefl
rely,"vi. 信赖, 依赖, 信任",toefl
remainder,"n. 剩余物, 其他人, 残余, 余数\nv. 削价出售(图书)\na. 剩余的, 出售削价剩书的\n[计] 余数",toefl
remaining,[电] 剩余的,toefl
remark,"n. 评论, 注意\nvt. 评论, 注意\nvi. 评论, 谈论\n[计] 注释",toefl
remarkable,"a. 不平常的, 值得注意的, 显著的",toefl
remarkably,"adv. 显著地, 引人注目地, 非常地",toefl
remedy,"n. 药物, 治疗法, 治疗, 补救, 赔偿\nvt. 治疗, 补救, 矫正, 改善, 修补, 修缮",toefl
remind,"vt. 提醒, 使想起",toefl
reminder,"n. 提醒的人, 暗示\n[经] 催单",toefl
remit,"vt. 宽恕, 赦免, 免除, 汇出, 缓解, 减轻, 把...提交, 使恢复原状, 推迟\nvi. 缓解, 汇款\nn. 移交的事物",toefl
remnant,"n. 剩余, 零料, 遗迹\na. 剩余的, 残余的",toefl
remote,"a. 遥远的, 偏僻的, 疏远的, 微少的\n[计] 远程, 远程访问实用程序",toefl
remove,"vt. 移动, 调动, 除去, 迁移, 开除, 移交\nvi. 迁移, 移动, 搬家\nn. 班级, 升级, 移动, 搬家, 间距\n[计] 删除",toefl
renaissance,"n. 复活, 复兴, 文艺复兴\na. 文艺复兴的",toefl
rend,"vt. 分裂, 劈开, 强夺, 撕碎, 划破\nvi. 撕开, 裂开",toefl
render,"vt. 回报, 给于, 付给, 汇报, 提出, 舍弃, 反映, 表示, 表演, 致使, 执行, 实施\nvi. 给予补偿\nn. 交纳, 打底",toefl
rendering,"n. 翻译, 表现, 描写, 表演, 打底, 透视图",toefl
rendition,"n. 译文, 施舍, 表演\n[经] 生产量",toefl
renew,"vt. 使更新, 使恢复, 复兴, 修补, 补充, 继续, 重订, 重申, 续借\nvi. 更新, 重新开始",toefl
renewable,"a. 可更新的, 可恢复的, 可继续的, 可换新的, 可重复的, 可重说的\n[计] 可更新, 可再生的",toefl
renewal,"n. 更新, 革新, 复兴, 恢复, 修补, 补充, 继续, 重订, 重申, 续借\n[经] 更新, 换新, 重申",toefl
renounce,"vt. 拒绝, 放弃, 否认, 垫牌\nvi. 垫牌, 声明放弃权利\nn. 垫牌",toefl
renovate,"vt. 更新, 革新, 刷新, 修复, 使恢复活力",toefl
renovation,"n. 革新, 刷新, 修理\n[化] 改建",toefl
renowned,"a. 有名的, 有声誉的",toefl
rent,"n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂\nvt. 租用, 租出\nvi. 出租\na. 分裂的, 破裂的\nrend的过去式和过去分词",toefl
rentable,"a. 可租的, 可收租金的\n[法] 可租的, 可收租金的",toefl
rental,"n. 租费, 租金收入\na. 租赁的, 收取租金的",toefl
renunciation,"n. 放弃, 废弃, 弃权, 脱离关系\n[法] 放弃, 抛弃, 脱离关系",toefl
reorient,"vt. 使适应, 再调整",toefl
repair,"n. 修理, 补救, 修复\nvt. 修理, 修补, 补救, 恢复, 补偿\nvi. 修理, 修补, 补救, 恢复, 去, 常去, 集合",toefl
repeat,"n. 重复, 反复\nvt. 重做, 重复, 复述, 使再现, 复制\nvi. 重复\n[计] 重复",toefl
repel,"vt. 逐退, 抵制, 使厌恶, 抗御\nvi. 使厌恶, 相互排斥",toefl
repertoire,"n. 全部剧目, 全部技能, 全部节目, 全部作品",toefl
repertory,"n. 仓库, 库存, 储备, 保留剧目轮演",toefl
repetition,"n. 重复, 背诵, 循环, 复制品, 副本\n[机] 重复, 反复",toefl
repetitive,"a. 重复的, 反复性的",toefl
replace,"vt. 代替, 替换, 放回, 归还\n[计] 替换; DOS外部命令:取代或更新文件",toefl
replenish,"vt. 把...重新补足, 把...再装满\nvi. 被再装满, 充满",toefl
replica,n. 复制品\n[计] 目录分区复制,toefl
replicate,"vt. 折叠, 折转, 复制\nn. 复现试验, 复制品, 高八度音\na. 复现的, 复制的, 折转的, 弯回的",toefl
represent,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演\nvi. 提出异议",toefl
representation,"n. 表示法, 表现, 陈述, 代表\n[计] 表示法指定",toefl
representative,"n. 代表, 众议员, 典型\na. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的",toefl
repress,"vt. 镇压, 抑制, 压制\nvi. 压制",toefl
reproach,"n. 责备, 耻辱\nvt. 责备, 申斥, 使丢脸",toefl
reproduce,"v. 繁殖, 再生, 复制, 生殖\n[计] 复制",toefl
reproduction,"n. 再现, 复制, 生殖, 繁殖, 复制品\n[医] 生殖, 复现(心理)",toefl
reproductive,"a. 生殖的, 再生的, 复制的\n[医] 生殖的, 复现的",toefl
reptile,"n. 爬行动物, 爬虫, 卑鄙的人\na. 爬行的, 爬虫类的, 卑鄙的",toefl
republic,"n. 共和国, 共和政体, 团体, 界",toefl
repudiate,"vt. 声明离婚, 拒绝, 拒付, 拒绝履行\n[经] 拒付(公债,国债等)",toefl
repulse,"n. 击退, 拒绝\nvt. 厌恶, 击退, 拒绝",toefl
repulsive,"a. 排斥的, 可恶的, 击退的",toefl
reputation,"n. 名誉, 名声, 声望\n[法] 名声, 名誉, 公认证据",toefl
repute,"n. 名望, 名气, 声望\nvt. 认为, 以为",toefl
reputed,"a. 名誉好的, 被称为...的, 有...名气的\n[法] 好名誉的, 驰名的, 号称的",toefl
request,"n. 请求, 需要, 申请书\nvt. 请求, 要求, 邀请\n[计] 请求",toefl
requirement,"n. 需求, 必要条件, 要求\n[化] 要求; 合同要求",toefl
requital,"n. 酬答, 还礼\n[法] 报答, 回报, 报复",toefl
reschedule,"[计] 重安排, 重调度\n[化] 修订计划",toefl
rescue,"n. 援救, 解救, 营救\nvt. 援救, 救出, 营救",toefl
resemblance,"n. 相似处, 类似, 肖像",toefl
resemble,"vt. 相似, 类似",toefl
resent,"vt. 愤恨, 憎恶, 怨恨",toefl
resentful,"a. 岔恨的, 易怨恨的, 不满的, 显然不满的",toefl
reserve,"n. 储备品, 贮量, 后备军, 自然保护区, 保留, 拘谨, 节制, 储备金\nvt. 保留, 保存, 预订, 延期, 推迟",toefl
reservoir,"n. 贮水池, 贮藏处, 贮备, 水库\nvt. 储藏",toefl
reshape,"vt. 改造, 使成新的形状, 打开新局面\nvt. 整形\nvi. 整形\n[计] 整形",toefl
reside,"vi. 住, 居留, 属于\n[法] 居住",toefl
residence,"n. 住宅, 居留, 驻扎, 居住期间\n[医] 住房",toefl
resident,"n. 居民, 常驻程序, 居住者, 留鸟\na. 居留的, 定居的",toefl
residential,"a. 住宅的, 与居住有关的\n[法] 有关居住的, 房产的:居所的, 适于居住的",toefl
residual,"a. 残渣的, 剩余的\nn. 残渣, 剩余, 余数",toefl
residue,"n. 残渣, 剩余, 余数\n[化] 残基; 残渣; 残液; 釜液",toefl
resin,n. 树脂\nvt. 涂树脂于,toefl
resist,"v. 抵抗, 耐得住, 抵制, 反抗\nn. 防染材料",toefl
resistance,"n. 抵抗力, 反抗, 耐力, 阻力, 电阻\n[化] 抵抗; 抗性; 阻力; 抗药性; 电阻",toefl
resistant,"n. 抵抗者, 反抗者\na. 抵抗的, 反抗的, 耐...的",toefl
resolute,"n. 果断的人\na. 坚决的, 刚毅的, 毅然的",toefl
resolution,"n. 解析, 决心, 坚定, 决定, 决议, 消除, 解答, 分解\nn. 图形分辨率\n[计] 图形分辨率",toefl
resolve,"vi. 决定, 分解, 决心\nvt. 使分解, 解析, 解决, 消除, 决心\nn. 决定之事, 决心, 坚决",toefl
resonance,"n. 共鸣, 回声, 反响, 谐振, 共振\n[化] 共振; 共鸣",toefl
resort,"n. 度假胜地, 手段, 凭借, 常去之地\nvi. 诉诸, 常去",toefl
resource,"n. 资源, 财力, 办法, 策略, 急智, 消遣\n[计] 资源",toefl
respect,"n. 尊敬, 尊重, 问候\nvt. 尊敬, 注意, 遵守",toefl
respective,"a. 分别的, 各自的",toefl
respectively,"adv. 各自地, 独自地, 个别地, 分别地",toefl
respiration,"n. 呼吸, 一口气, 呼吸作用\n[化] 呼吸",toefl
respiratory,a. 呼吸的\n[医] 呼吸的,toefl
respond,"vt. 以...回答\nvi. 回答, 响应, 回报, 有反应, 承担责任",toefl
responsibility,"n. 责任, 职责, 负担, 可靠性\n[化] 职责",toefl
responsible,"a. 有责任的, 负责的, 责任重大的\n[法] 应负责任的, 有责任的, 能履行责任的",toefl
responsive,"a. 回答的, 应答的, 易感应的",toefl
restoration,"n. 恢复, 归还, 复位\n[医] 恢复, 康复, 复位, 回复, 修复",toefl
restore,"vt. 回复, 恢复, 归还, 修补, 修复\nvt. 还原\nvi. 还原\n[计] 还原; DOS外部命令:从备份盘中取回文件",toefl
restrain,"vt. 抑制, 阻止, 束缚\n[法] 抑制, 遏制, 制止",toefl
restraint,"n. 抑制, 克制, 束缚\n[医] 约束, 拘束",toefl
restrict,"vt. 限制, 限定, 约束\n[医] 限制",toefl
restriction,"n. 限制, 限定, 约束\n[计] 限定",toefl
restrictive,"a. 限制的, 约束的, 限定的\nn. 限制词",toefl
resume,"vt. 重新开始, 取回, 恢复\nvi. 再开始\nn. 摘要, 个人简历\n[计] 继续执行",toefl
retail,"n. 零售\na. 零售的\nvt. 零售, 详述, 传播\nvi. 零售",toefl
retailer,"n. 零售商人, 传播的人\n[经] 零售商",toefl
retain,"vt. 保持, 保有, 留住, 记得, 付定金聘请\n[经] 保留, 留存",toefl
retard,"n. 阻止, 延迟\nvt. 妨碍, 延迟, 使减速\nvi. 减速, 延迟",toefl
retentive,"a. 保持的, 有保持力的, 记性好的",toefl
reticence,"n. 无言, 沉默, 勉强",toefl
retire,"n. 隐居\nvi. 引退, 退役, 退休, 退去, 撤退, 退却\nvt. 使...撤退, 辞退",toefl
retirement,"n. 退休, 隐居, 撤退\n[经] 退休, 退股, (固定资产)报废",toefl
retool,[化] 重新装备,toefl
retort,"n. 反驳, 顶嘴, 蒸馏器, 曲颈甑\nvi. 反驳, 回嘴, 反击\nvt. 反击, 反驳, 蒸馏",toefl
retract,"v. 缩回, 收回, 取消, 撤消",toefl
retreat,"n. 休息寓所, 撤退, 隐居, 退避\nvi. 撤退, 隐退, 向后倾\nvt. 退(棋)",toefl
retribution,"n. 报应, 惩罚, 报酬\n[法] 惩罚, 报应, 报答",toefl
retrieve,"vt. 取回, 挽回, 弥补, 恢复, 补偿, 回忆, 检索\nvi. 找回猎物\nn. 取回, 恢复, 救险球\n[计] 检索",toefl
retriever,n. 取回的人,toefl
retrograde,"a. 后退的, 倒退的, 退步的\nvi. 倒退, 退步, 回顾",toefl
retrospect,"n. 回顾, 追忆, 回溯\nv. 回顾, 追忆",toefl
retrospective,"a. 回顾的, 怀旧的, 在后面的\nn. 回顾展",toefl
reveal,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示\nn. 窗侧, 门侧",toefl
revelation,"n. 揭露, 泄露, 发觉, 默示, 启示",toefl
revenue,"n. 收入, 岁入, 税收, 税务局\n[经] 岁入, 税收, 税务局",toefl
reverberate,"vi. 回响, 反响, 被反射\nvt. 使反响, 使回响, 反射\na. 回响的, 反射的",toefl
revere,"vt. 崇敬, 敬畏, 尊敬",toefl
revered,"v. 崇敬, 尊崇, 敬畏（ revere的过去式和过去分词 ）\na. 可敬的, 尊敬的",toefl
reverence,"n. 尊敬, 敬重, 敬礼, 尊严, 威望\nvt. 崇敬, 敬畏, 尊敬",toefl
reverently,"adv. 虔诚地, 恭敬地",toefl
reverse,"n. 相反, 背面, 倒退, 挫折, 失败\na. 反面的, 相反的, 反向的, 颠倒的\nvt. 使颠倒, 使逆转, 使倒退, 使反向\nvi. 倒退, 反向, 倒转, 反转\n[计] 反转",toefl
reversible,"a. 可逆的, 可撤消的\nn. 双面可用织物",toefl
revert,"vi. 恢复, 复归, 回复, 还原\nvt. 使回复原状, 使回转\nn. 恢复原信仰的人\n[计] 还原",toefl
review,"n. 检讨, 复习, 回顾, 检阅, 评论\nvt. 温习, 检讨, 评论, 再检察, 复审\nvi. 复习功课, 写评论",toefl
revile,"v. 辱骂, 斥责",toefl
revise,"n. 校订, 修正, 改样\nvt. 校订, 修正, 校正",toefl
revision,"n. 校订, 修正, 修订本, 修订版\n[计] 修订版",toefl
revitalization,"[医] 复苏, 回生, 复新",toefl
revival,"n. 复兴, 复活, 恢复精神, 苏醒\n[医] 复苏, 回生, 精神重振",toefl
revive,"vt. 使苏醒, 使复兴, 使振奋, 回想起, 重播\nvi. 苏醒, 复活, 复兴, 恢复精神",toefl
revoke,"vt. 撤回, 废除\nvi. 藏牌\nn. 藏牌\n[计] 取消权限程序",toefl
revolt,"n. 叛乱, 反抗, 反感\nvi. 叛乱, 反抗, 起义, 厌恶, 反感\nvt. 使反感, 使恶心",toefl
revolution,"n. 革命, 大变革, 旋转, 转数, 循环\n[化] 回转",toefl
revolutionary,"n. 革命者, 革命党人\na. 革命的, 革命性的",toefl
revolutionize,"vt. 向...鼓吹革命, 使发生革命性剧变",toefl
reward,"n. 报酬, 酬谢, 赏金\nvt. 奖赏, 酬谢, 给...应有报应",toefl
rhetoric,"n. 修辞, 修辞学, 雄辩(术)",toefl
rhinoceros,n. 犀牛,toefl
rhythm,"n. 旋律, 节奏, 韵律, 匀称, 张弛节律\n[医] 节律",toefl
rhythmic,"a. 有韵律的, 有节奏的",toefl
